WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
1146.wav,0.6666666666666666,I'd like to listen to AJR,[noise] i like to listen to ha er,PlayMusic
1147.wav,0.5,I'd like to listen to Russ,i'm blessed to listen to rush,PlayMusic
1148.wav,1.0,I'd like to listen to Remy Boyz,[noise] my <unk>,PlayMusic
1149.wav,0.14285714285714285,I'd like to listen to Snoop Dogg,i'd like to listen to snoop dog,PlayMusic
115.wav,0.42857142857142855,I'd like to listen to Nick Mulvey,i like to listen to make movie,PlayMusic
1150.wav,0.2857142857142857,I'd like to listen to Mariah Carey,[noise] i like to listen to mariah carey,PlayMusic
1151.wav,0.5714285714285714,I'd like to listen to Justin Jesso,[noise] i'd like to listen to just in so,PlayMusic
1153.wav,1.0,I'd like to listen to Usher,me too,PlayMusic
1154.wav,1.0,I'd like to listen to Jon Bellion,to meet do john billy um,PlayMusic
1155.wav,0.8333333333333334,I'd like to listen to Sky,sky,PlayMusic
1156.wav,0.8333333333333334,I'd like to listen to BIA,i don't to be a,PlayMusic
1157.wav,1.0,I'd like to listen to Jhene Aiko,my teenagers who idaho,PlayMusic
1158.wav,0.14285714285714285,I'd like to listen to Michael Jackson,i like to listen to michael jackson,PlayMusic
1159.wav,0.7142857142857143,I'd like to listen to Trey Songz,i listen to detroit so,PlayMusic
116.wav,0.625,I'd like to listen to Die Schwarzwälder Kirschtorten,i'd like to listen to dies wars rather crushed torturing,PlayMusic
1160.wav,1.0,I'd like to listen to Pabllo Vittar,oh i see pop you retire,PlayMusic
1161.wav,0.5,I'd like to listen to Marc E. Bassy,i like to listen to monkey bossy,PlayMusic
1162.wav,0.625,I'd like to listen to Lana Del Rey,i like to listen to mine i don't me,PlayMusic
1163.wav,0.8571428571428571,I'd like to listen to Skip Marley,like let's get marlene,PlayMusic
1164.wav,0.8571428571428571,I'd like to listen to Linkin Park,like personally from her,PlayMusic
1165.wav,0.7142857142857143,I'd like to listen to PnB Rock,i like indie rock,PlayMusic
1166.wav,0.3333333333333333,I'd like to listen to Lookas,i like to listen to luka,PlayMusic
1167.wav,0.2857142857142857,I'd like to listen to Capo Plaza,i like to listen to costco plaza,PlayMusic
1168.wav,0.625,I'd like to listen to Jack & Jack,like new jack jack,PlayMusic
1169.wav,0.42857142857142855,I'd like to listen to Murda Beatz,i like to listen to murder,PlayMusic
117.wav,0.16666666666666666,I'd like to listen to Polina,i'd like to listen to <unk>,PlayMusic
1170.wav,0.42857142857142855,I'd like to listen to Landon Cube,i like to listen to landing you,PlayMusic
1171.wav,0.7142857142857143,I'd like to listen to Ina Wroldsen,i like to the roads so,PlayMusic
1172.wav,0.3333333333333333,I'd like to listen to Jul,i like to listen to draw,PlayMusic
1173.wav,0.5555555555555556,I'd like to listen to Panic! At The Disco,i like to listen to panic i just go,PlayMusic
1174.wav,0.42857142857142855,I'd like to listen to Jason Mraz,i like to listen to around,PlayMusic
1175.wav,0.14285714285714285,I'd like to listen to Bryant Myers,i'd like to listen to <unk> myers,PlayMusic
1176.wav,0.2857142857142857,I'd like to listen to Milky Chance,i like to listen to chance,PlayMusic
1177.wav,0.6666666666666666,I'd like to listen to Josylvio,like to listen to the job though,PlayMusic
1178.wav,0.5,I'd like to listen to Almighty,i'd like to us no mighty,PlayMusic
1179.wav,0.3333333333333333,I'd like to listen to Gilli,i like to listen to guilty,PlayMusic
118.wav,0.3333333333333333,I'd like to listen to Byting,like to listen to biting,PlayMusic
1180.wav,0.6666666666666666,I'd like to listen to Kollegah,like to the color guard,PlayMusic
1181.wav,0.42857142857142855,I'd like to listen to benny blanco,i like to listen to <unk>,PlayMusic
1182.wav,0.5714285714285714,I'd like to listen to Meek Mill,i like to listen to him you know,PlayMusic
1183.wav,0.42857142857142855,I'd like to listen to Slim Jxmmi,like to listen to swim jimmy,PlayMusic
1184.wav,0.3333333333333333,I'd like to listen to Rombai,i'd like to listen to run by,PlayMusic
1185.wav,0.3333333333333333,I'd like to listen to Showtek,i'd like to listen to show tech,PlayMusic
1186.wav,0.5,I'd like to listen to Ghali,to listen to cali,PlayMusic
1187.wav,0.42857142857142855,I'd like to listen to Andy Grammer,like to listen to any grammar,PlayMusic
1188.wav,0.2857142857142857,I'd like to listen to James Blunt,like to listen to james bond,PlayMusic
1189.wav,0.42857142857142855,I'd like to listen to Joel Adams,to listen to joe adams,PlayMusic
119.wav,0.42857142857142855,I'd like to listen to Jai Waetford,i'd like to listen to shy wait for,PlayMusic
1190.wav,0.16666666666666666,I'd like to listen to PNL,i'd like to listen to piano,PlayMusic
1191.wav,0.16666666666666666,I'd like to listen to Maxwell,like to listen to maxwell,PlayMusic
1192.wav,0.2857142857142857,I'd like to listen to Summer Cem,i'd like to listen to some summer some,PlayMusic
1193.wav,1.0,I'd like to listen to ANAVITÓRIA,i believe i believe simple,PlayMusic
1194.wav,1.0,I'd like to listen to Maître Gims,i <unk>,PlayMusic
1195.wav,0.8571428571428571,I'd like to listen to The Killers,i like <unk> loves,PlayMusic
1196.wav,0.42857142857142855,I'd like to listen to Kent Jones,i'd like to me some camp jones,PlayMusic
1197.wav,1.0,I'd like to listen to Dynoro,[noise] i like pretty something,PlayMusic
1198.wav,1.0,I'd like to listen to Marama,[noise] i like pretty something,PlayMusic
1199.wav,0.8571428571428571,I'd like to listen to Alex Sensation,[noise] i like simple i live sensation,PlayMusic
12.wav,0.3333333333333333,I'd like to listen to Marwo,i'd like to listen tomorrow,PlayMusic
120.wav,0.16666666666666666,I'd like to listen to Epelit,i'd like to listen to <unk>,PlayMusic
1200.wav,0.8333333333333334,I'd like to listen to Nimo,i like <unk>,PlayMusic
1201.wav,0.8571428571428571,I'd like to listen to Kevin Gates,[noise] i like pretty something giving gates,PlayMusic
1202.wav,0.8571428571428571,I'd like to listen to YBN Nahmir,like putting some ideas,PlayMusic
1203.wav,0.8571428571428571,I'd like to listen to Gigi D'Agostino,i like to listen to get good deal good gino,PlayMusic
1204.wav,0.3333333333333333,I'd like to listen to Skepta,i'd like to listen to skip a,PlayMusic
