WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
829.wav,0.5,Please change the color to pink,he's changed the color to me,SetLightColor
83.wav,0.25,Can you make it a tad brighter please?,can you make it attacked brighter please,IncreaseBrightness
830.wav,0.4444444444444444,Please change the colors to red in the bathroom,we change too cold to read in the bathroom,SetLightColor
831.wav,0.4,Please change the light color in the kitchen to blue.,place change to like color in the kitchen to blow,SetLightColor
832.wav,0.4444444444444444,Please change the lighting to twelve in the shed,hussein's relating to twelve in the shed,SetLightBrightness
833.wav,0.4,Please change the lights green.,you change the light's green,SetLightColor
834.wav,1.0,Please change the lights in the meeting room to be red please.,<unk> me getting these,SetLightColor
835.wav,0.7777777777777778,Please change the lights to red in the cellar,<unk> right in the center,SetLightColor
836.wav,0.6666666666666666,Please change the lights to red.,changed the like to read,SetLightColor
837.wav,0.3,Please change the lights to twenty two in the house,please champs the like through twenty two in the house,SetLightBrightness
838.wav,1.0,Please change the living room lights to red.,he kinda leaning like sled,SetLightColor
839.wav,1.0,Please cut off all lights,he's like,SwitchLightOff
84.wav,0.0,Can you make it brighter inside?,can you make it brighter inside,IncreaseBrightness
840.wav,0.25,Please decrease the brightness,decrease the brightness,DecreaseBrightness
841.wav,0.75,Please decrease the brightness.,clean decrease the bride most,DecreaseBrightness
842.wav,0.6666666666666666,Please dim lights,please do lives,DecreaseBrightness
843.wav,0.75,Please dim the lights,please denver light,DecreaseBrightness
844.wav,0.4,Please flick the lights on,we split the lights on,SwitchLightOn
845.wav,0.3333333333333333,Please get rid of the lights.,we get rid of the lives,SwitchLightOff
846.wav,0.8,Please get the lights off.,get like oh,SwitchLightOff
847.wav,0.7142857142857143,Please go on and increase the brightness,he's gone and increase the right now,IncreaseBrightness
848.wav,0.0,Please have the waiting room be less bright,please have the waiting room be less bright,DecreaseBrightness
849.wav,0.6666666666666666,Please increase lights.,leaves increase life,IncreaseBrightness
85.wav,0.2857142857142857,Can you make it dimmer in here,can you make dinner in here,DecreaseBrightness
850.wav,0.7142857142857143,Please increase the brightness of the lights,increase the bright like,IncreaseBrightness
851.wav,0.36363636363636365,Please increase the brightness of the lights in the kids room.,increase the brightness the lights and the kids really,IncreaseBrightness
852.wav,0.5833333333333334,Please increase the brightness of the lights in the small meeting room.,please increased brightness lights in small media,IncreaseBrightness
853.wav,1.0,Please increase the brightness of the lights.,pleasing cleans up tightened up like,IncreaseBrightness
854.wav,0.4,Please increase the garage lights.,increase the garage light,IncreaseBrightness
855.wav,0.25,Please increase the lighting.,please increase the losing,IncreaseBrightness
856.wav,0.42857142857142855,Please increase the lights in the office,increase the lights and the offer,IncreaseBrightness
857.wav,0.5,Please lower the brightness for me,legal brightness for me,DecreaseBrightness
858.wav,0.14285714285714285,Please lower the lights in the room.,lower the lights in the room,DecreaseBrightness
859.wav,1.0,Please lower the lights.,lose lives,DecreaseBrightness
86.wav,0.3333333333333333,Can you make the bed room lights go up,can you make the bedroom life go up,IncreaseBrightness
860.wav,0.5,Please make it brighter,please major brighter,IncreaseBrightness
861.wav,1.0,Please make the color red,eat me alive right,SetLightColor
862.wav,0.3333333333333333,Please make the entire flat blue.,make the entire like blue,SetLightColor
863.wav,0.5,Please make the flat room blue,please make this lot room blame,SetLightColor
864.wav,0.4,Please make the light blue,please make to light do,SetLightColor
865.wav,0.4,Please make the light red.,make the light read,SetLightColor
866.wav,0.4,Please make the lights brighter,please make life brighter,IncreaseBrightness
867.wav,0.4,Please make the lights green,least make the light's green,SetLightColor
868.wav,0.4444444444444444,Please make the lights green in the dining room,please me delays screen in the dining room,SetLightColor
869.wav,0.6,Please make the lights pink,make the late spring,SetLightColor
87.wav,0.5,Can you make the brightness twelve?,then you make the brightest well,SetLightBrightness
870.wav,0.375,Please make the lights pink in my bedroom.,make the lines pain in my bedroom,SetLightColor
871.wav,0.1111111111111111,Please make the vestibule lighting to be at twelve,please make them vestibule lighting to be at twelve,SetLightBrightness
872.wav,0.8333333333333334,Please put off the pantry lights,<unk> lights,SwitchLightOff
873.wav,0.8,Please set it to five.,incentive to fire,SetLightBrightness
874.wav,0.875,Please set lounge brightness at twenty two percent,lounge vitamins going to berkeley,SetLightBrightness
875.wav,1.0,Please set the brightness level to five,you say [laughter],SetLightBrightness
876.wav,0.8571428571428571,Please set the brightness to five percent,right next to a restaurant,SetLightBrightness
877.wav,0.5454545454545454,Please set the light brightness level of basement to thirty nine,lisa polite brightness level basement two thirty nine,SetLightBrightness
878.wav,1.0,Please set the light bulbs to ten.,[noise] they delayed been studying,SetLightBrightness
879.wav,0.16666666666666666,Please set the office lights down,he set the office lights down,DecreaseBrightness
88.wav,0.3333333333333333,Can you make the lights blue?,can you make that light blue,SetLightColor
880.wav,0.2,Please set the office to twenty two for the intensity,the office to twenty two for the intensity,SetLightBrightness
881.wav,0.6363636363636364,Please set the studio to level two for the light intensity,studio level to light intensity,SetLightBrightness
882.wav,0.42857142857142855,Please set the toilet lighting to two,we the toilet lighting to touching,SetLightBrightness
883.wav,1.0,Please set the toilets room light to two,<unk> like do too,SetLightBrightness
884.wav,0.0,Please shut off the lighting.,please shut off the lighting,SwitchLightOff
885.wav,0.125,Please shut off the lights above the toilet,shut off the lights above the toilet,SwitchLightOff
886.wav,0.2,Please shut off the lights.,please shut all the lights,SwitchLightOff
887.wav,1.0,Please stop the lights,least our lives,SwitchLightOff
888.wav,0.5,Please switch my lights on now,which my land on now,SwitchLightOn
889.wav,0.7142857142857143,Please switch on lights for the facilities,switch on the lights facility,SwitchLightOn
89.wav,0.6666666666666666,Can you make the lights brighter?,can you make their life like that,IncreaseBrightness
890.wav,0.16666666666666666,Please switch on my cubicle light,please switch on my cubicle like,SwitchLightOn
891.wav,1.0,Please switch on the lights,john low,SwitchLightOn
892.wav,0.8181818181818182,Please switch the color of the light to be red please.,i don't like to be like,SetLightColor
893.wav,1.0,Please switch to pink lighting,mm interesting hang gliding,SetLightColor
894.wav,0.6666666666666666,Please switch to the green light,people should do that green light,SetLightColor
895.wav,0.0,Please turn down the brightness,please turn down the brightness,SwitchLightOff
896.wav,0.16666666666666666,Please turn down the light intensity,please turn down the line intensity,DecreaseBrightness
897.wav,0.0,Please turn down the lights,please turn down the lights,DecreaseBrightness
898.wav,0.5555555555555556,Please turn down the lights in the entrance area,[noise] just turned down the line and the entrance area,DecreaseBrightness
899.wav,0.0,Please turn down the lights in the pantry,please turn down the lights in the pantry,DecreaseBrightness
9.wav,0.875,Adjust the bed room brightness level to seventy-three.,and get the bedroom right level independently,SetLightBrightness
90.wav,0.0,Can you make the lights dimmer in the living room?,can you make the lights dimmer in the living room,DecreaseBrightness
900.wav,0.5,Please turn lights red in large meeting room,pleased in life read in large meeting room,SetLightColor
901.wav,0.25,Please turn lights up.,please turn like up,IncreaseBrightness
902.wav,0.2,Please turn my lights on,we turn my lights on,SwitchLightOn
903.wav,1.0,Please turn off all lights.,i don't know like,SwitchLightOff
904.wav,0.3333333333333333,Please turn off all the lights.,turn off all the like,SwitchLightOff
905.wav,0.16666666666666666,Please turn off the cellar lights.,please turn off the lights,SwitchLightOff
906.wav,0.2,Please turn off the lighting,turn off the lighting,SwitchLightOff
907.wav,0.2,Please turn off the lighting.,please turn up the lighting,SwitchLightOff
908.wav,0.2222222222222222,Please turn off the lights in the bed room,please turn off the lights in the bedroom,SwitchLightOff
909.wav,0.0,Please turn off the lights in the bedroom.,please turn off the lights in the bedroom,SwitchLightOff
91.wav,0.1111111111111111,Can you make the lights green in the basement?,can you make the light's green in the basement,SetLightColor
910.wav,0.875,Please turn off the lights in the vestibule.,i don't know the light invested in,SwitchLightOff
911.wav,0.625,Please turn off the lights in this room.,certain also like in this room,SwitchLightOff
912.wav,0.8,Please turn off the lights.,i don't know the light,SwitchLightOff
913.wav,0.8333333333333334,Please turn off the toilets lights.,he's done up the dilute slaves,SwitchLightOff
914.wav,0.6666666666666666,Please turn on my parking lights,easterner my parking right,SwitchLightOn
915.wav,0.2,Please turn on the lights,please turn on the lake,SwitchLightOn
916.wav,0.375,Please turn on the lights in the entrance,turn on the lights and the insurance,SwitchLightOn
917.wav,0.8571428571428571,Please turn on the living room lights,going on monday tonight,SwitchLightOn
918.wav,0.6666666666666666,Please turn the brightness of the light bulbs down just a bit.,turned down the brightness light just too bad,DecreaseBrightness
919.wav,0.6,Please turn the brightness up,leave during the is up,IncreaseBrightness
92.wav,0.16666666666666666,Can you make the lights green?,can you make the light's green,SetLightColor
920.wav,0.25,Please turn the cella light to thirty nine,please turn the light two thirty nine,SetLightBrightness
921.wav,1.0,Please turn the kids room brightness to fifty.,he's done game school environment,SetLightBrightness
922.wav,0.3333333333333333,Please turn the kitchen lights on.,during the kitchen lights on,SwitchLightOn
923.wav,1.0,Please turn the light on for me,you don't like,SwitchLightOn
924.wav,0.2,Please turn the lights down,least turn the lights down,DecreaseBrightness
925.wav,0.1111111111111111,Please turn the lights down in the waiting room,peace turn the lights down in the waiting room,DecreaseBrightness
926.wav,0.15384615384615385,Please turn the lights down to a lower setting in the living room,please turn the lights down lower setting in the living room,DecreaseBrightness
927.wav,0.8,Please turn the lights down.,certainly lights,DecreaseBrightness
928.wav,0.0,Please turn the lights off,please turn the lights off,SwitchLightOff
929.wav,0.25,Please turn the lights off in the garden,please the laid off in the garden,SwitchLightOff
93.wav,0.3333333333333333,Can you make the lights in the office green?,can you make the lines and the green,SetLightColor
930.wav,0.75,Please turn the lights off in this room,leave the lifestyle in the world,SwitchLightOff
931.wav,0.5,Please turn the living room lights to twelve.,turn the living room might as well,SetLightBrightness
932.wav,0.125,Please turn the patio lights up for me.,please turn the patio lives up for me,IncreaseBrightness
933.wav,0.5,Please turn up lights in appartment,please turn up like an apartment,IncreaseBrightness
934.wav,0.75,Please turn up the lighting in the toilets.,delighting in the toilet,IncreaseBrightness
935.wav,0.625,Please turn up the lights a bit more,<unk> a bit more,IncreaseBrightness
936.wav,0.2,Please turn up the lights.,we turn up the lights,IncreaseBrightness
937.wav,1.0,"Please, decrease the brightness.",he declared devices,DecreaseBrightness
938.wav,0.9,"Please, set the brightness of the light bulbs to seventy-three.",that the bright like old seventy three,SetLightBrightness
939.wav,0.0,Power on the lamps,power on the lamps,SwitchLightOn
94.wav,1.0,Can you make the outside light green,pay you made it out i like greens,SetLightColor
940.wav,0.5714285714285714,Power on the lamps in the toilets,oh we're on the land in the toilet,SwitchLightOn
941.wav,0.25,Power on the lights,we're on the lights,SwitchLightOn
942.wav,0.5714285714285714,Power on the lights in the bedroom,own lives in the bedroom,SwitchLightOn
943.wav,0.2,Power on the office lamps,power on the office last,SwitchLightOn
944.wav,0.3333333333333333,Power the cublicle lamps to ten,power the cubicle lands to ten,SetLightBrightness
945.wav,0.6666666666666666,Power the lamps to two percent,last to percent,SetLightBrightness
946.wav,1.25,Power the office lights,oh where they all the lights,SwitchLightOn
947.wav,0.6,Put bathroom brightness to fifty,some brightness two fifty,SetLightBrightness
948.wav,1.0,Put lights at a higher intensity please,lives in hiring judge deeply,IncreaseBrightness
949.wav,0.75,Put lights to blue,late to move,SetLightColor
95.wav,0.8888888888888888,Can you please brighten this room up a bit?,he's bringing this rumor the best,IncreaseBrightness
950.wav,1.0,Put on the lights in the cella at two percent,<unk>,SetLightBrightness
951.wav,1.0,Put parking lights at level twelve,well i can never play,SetLightBrightness
952.wav,0.875,Put the brightness in the shed at fifty.,who knows in michigan,SetLightBrightness
953.wav,0.3333333333333333,Put the cellar lights to off,the cellar lights to uh,SwitchLightOff
954.wav,0.0,Put the kids bedroom lights on twelve,put the kids bedroom lights on twelve,SetLightBrightness
955.wav,1.0,Put the lighting to level ten,liking delivers gang,SetLightBrightness
956.wav,0.36363636363636365,Put the lights in the living room at level thirty nine,to life in the living room i level thirty nine,SetLightBrightness
957.wav,1.0,Put the lights in the meeting room to twelve.,we're believe me when,SetLightBrightness
958.wav,0.0,Put the lights off in the bedroom,put the lights off in the bedroom,SwitchLightOff
959.wav,0.0,Put the lights on,put the lights on,SwitchLightOn
96.wav,1.0,Can you please change the bathroom lights to the color red?,<unk> right,SetLightColor
960.wav,0.4,Put the lights on please,the lights on,SwitchLightOn
961.wav,0.1111111111111111,Put the lights to twelve percent in the bathroom,put the light to twelve percent in the bathroom,SetLightBrightness
962.wav,0.625,Put the lights to two in the backyard,the last two in the back yard,SetLightBrightness
963.wav,0.8333333333333334,Put the parking brightness at twenty,wouldn't backing diagnosed at windy,SetLightBrightness
964.wav,0.14285714285714285,Quickly put on the lights in the dining room as I am very hungry,quickly put on the lights in the dining room and i am very huh,SwitchLightOn
965.wav,0.2857142857142857,Raise the lights in the changing room,raise the lights and the changing rooms,IncreaseBrightness
966.wav,0.0,Raise the lights in the laundry room,raise the lights in the laundry room,IncreaseBrightness
967.wav,0.5,Reduce basement brightness to two percent,reduce based some brightness two percent,SetLightBrightness
968.wav,0.5,Reduce brightness,do brightness,DecreaseBrightness
969.wav,1.0,Reduce brightness to fifty in the house.,[noise] back into her,SetLightBrightness
1118.wav,0.14285714285714285,The studio lights need to be increased,the studio like need to be increased,IncreaseBrightness
1119.wav,0.16666666666666666,The toilet lights should be blue.,the toilet like should be blue,SetLightColor
112.wav,0.9166666666666666,Can you set the brightness to twenty two for the entire house?,and then they to ban battles,SetLightBrightness
1120.wav,0.0,The toilets should have green lighting.,the toilets should have green lighting,SetLightColor
1121.wav,0.2857142857142857,There is too much light in here.,there's too much light in here,DecreaseBrightness
1122.wav,0.375,There is too much light in the bedroom,there's too much like in the bedroom,DecreaseBrightness
1123.wav,0.75,Throughout the house turn up the light power,health care up to like power,IncreaseBrightness
1124.wav,0.25,Tone down the brightness in the laundry room.,down the brightest in the laundry room,DecreaseBrightness
1125.wav,1.0,Turn all lighting on.,don't know life,SwitchLightOn
1126.wav,0.5,Turn all the lights down please.,no lights down please,DecreaseBrightness
1127.wav,1.0,Turn backyard lights off,from back like uh,SwitchLightOff
1128.wav,0.4,Turn basement lights on please,burn basement lights on you,SwitchLightOn
1129.wav,0.6,Turn basement lights to pink,don't basement late to bank,SetLightColor
113.wav,0.75,Can you set the cella room to seventy-three,the cellar room to seventy three,SetLightBrightness
1130.wav,1.0,Turn bed room lights off,bedroom lives uh,SwitchLightOff
1131.wav,0.3333333333333333,Turn brightness down in bed room,turn brightness down in bedroom,DecreaseBrightness
1132.wav,0.8,Turn down bed room lights,turned down bedroom right,DecreaseBrightness
1133.wav,0.8333333333333334,Turn down lights in entire appartment,tournaments and entire apartment,DecreaseBrightness
1134.wav,0.0,Turn down the basement lights,turn down the basement lights,DecreaseBrightness
1135.wav,0.25,Turn down the brightness,turned down the brightness,DecreaseBrightness
1136.wav,0.16666666666666666,Turn down the brightness for me,turned down the brightness for me,DecreaseBrightness
1137.wav,0.5,Turn down the brightness in the laundry room,down the brightest in room,DecreaseBrightness
1138.wav,0.2857142857142857,Turn down the brightness of the lighting,turn down the brightest sent the lighting,DecreaseBrightness
1139.wav,1.0,Turn down the brightness please,and don't debate nice place,DecreaseBrightness
114.wav,0.5555555555555556,Can you set the kids room light to five,can that the kids might to buy,SetLightBrightness
1140.wav,0.0,Turn down the light in the bedroom.,turn down the light in the bedroom,DecreaseBrightness
1141.wav,0.5714285714285714,Turn down the light in the loo.,turned down the like the loop,DecreaseBrightness
1142.wav,0.1111111111111111,Turn down the light intensity in the dining room.,turn down the white intensity in the dining room,DecreaseBrightness
1143.wav,0.125,Turn down the light power all the way,turn down the line power all the way,SwitchLightOff
1144.wav,0.0,Turn down the light power in the pantry all the way,turn down the light power in the pantry all the way,SwitchLightOff
1145.wav,0.75,Turn down the lighting in the kids bedroom.,[laughter] <unk> kids bedroom,DecreaseBrightness
1146.wav,0.0,Turn down the lights,turn down the lights,DecreaseBrightness
1147.wav,0.3333333333333333,Turn down the lights a bit,turn down relates a bit,DecreaseBrightness
97.wav,0.5,Can you please change the brightness in kids room to twenty two?,can you please change my partner is route twenty two,SetLightBrightness
970.wav,0.25,Reduce the brightness in my bedroom as I am going to sleep,reduce the brightness in my bedroom and i'm going to sleep,DecreaseBrightness
971.wav,0.42857142857142855,Reduce the brightness in the bedroom please,reduce the national the bedroom plays,DecreaseBrightness
972.wav,0.9,Reduce the light brightness in the backyard to level ten.,and he was delighted brightness in their backyards dilemma then,SetLightBrightness
973.wav,0.5,Select pink light color,select paying like color,SetLightColor
974.wav,0.3,Set all lamps to level thirty nine in the studio,that all labs level thirty nine in the studio,SetLightBrightness
975.wav,0.5555555555555556,Set all lamps to two in the laundry room.,<unk> in the laundry room,SetLightBrightness
976.wav,1.0,Set brightness in pantry to seventy-three percent,indictment inventing complete berkman,SetLightBrightness
977.wav,0.4,Set brightness to twenty please.,brightness to twenty,SetLightBrightness
978.wav,0.8,Set cellar lights to fifty,said similar lives two fifty,SetLightBrightness
979.wav,0.6,Set light color to blue,right color blue,SetLightColor
98.wav,0.4166666666666667,Can you please change the brightness in the lounge to thirty nine?,can you please changed brightness in allowance two thirty nine,SetLightBrightness
980.wav,0.5,Set lights to green,satellites to green,SetLightColor
981.wav,0.5,Set lights to level thirty nine,that too level thirty nine,SetLightBrightness
982.wav,1.0,Set lights to level twenty two,their dilemmas too,SetLightBrightness
983.wav,1.0,Set lights to off,so too uh,SwitchLightOff
984.wav,0.3333333333333333,Set lights to twenty two percent in the basement,like two twenty two percent in the basement,SetLightBrightness
985.wav,0.4444444444444444,Set lights to two in the parking room please,that all like two two in the parking room please,SetLightBrightness
986.wav,0.75,Set living room bright level to twenty two,meaning but i living under twenty two,SetLightBrightness
987.wav,0.8888888888888888,Set my bed room to twenty two for brightness,my <unk>,SetLightBrightness
988.wav,0.8333333333333334,Set the basement lights to two,[laughter] life to to,SetLightBrightness
989.wav,0.625,Set the bathroom lights to the on position,the bathroom i do beyond position,SwitchLightOn
99.wav,0.25,Can you please change the color to blue,can you please changed the color blue,SetLightColor
990.wav,0.8888888888888888,Set the bed room lights to two for brightness.,the bachelor <unk>,SetLightBrightness
991.wav,0.5555555555555556,Set the brightness in the bathroom at level twelve,some brightness in the bathroom i love football,SetLightBrightness
992.wav,0.9,Set the brightness in the bed room to twenty two.,died due to drinking too,SetLightBrightness
993.wav,0.2727272727272727,Set the brightness in the kids room to level twenty two,the brightest in the kids' room to level twenty two,SetLightBrightness
994.wav,1.0,Set the brightness in the living room to ten.,inundating them today,SetLightBrightness
995.wav,0.875,Set the brightness level of light to twenty,bird this little white twenty,SetLightBrightness
996.wav,0.6666666666666666,Set the brightness level to seventy-three,brightness level to seventy three,SetLightBrightness
997.wav,1.0,Set the brightness of the light bulbs to fifty.,department for life or,SetLightBrightness
998.wav,0.4444444444444444,Set the brightness on the light bulbs to fifty.,brightness of the light bulbs fifty,SetLightBrightness
999.wav,1.0,Set the brightness to fifty.,said that <unk> these,SetLightBrightness
1148.wav,0.0,Turn down the lights in here,turn down the lights in here,DecreaseBrightness
1149.wav,0.14285714285714285,Turn down the lights in the basement.,turned down the lights in the basement,DecreaseBrightness
115.wav,0.45454545454545453,Can you set the meeting room to be a pink hue?,the meeting room to be pink you,SetLightColor
1150.wav,0.0,Turn down the lights in the bedroom,turn down the lights in the bedroom,DecreaseBrightness
1151.wav,0.2857142857142857,Turn down the lights in the cella,turn down the line in the cellar,DecreaseBrightness
1152.wav,0.375,Turn down the lights in the changing room,turn down the line and the changing rooms,DecreaseBrightness
1153.wav,0.0,Turn down the lights in the kitchen,turn down the lights in the kitchen,DecreaseBrightness
1154.wav,0.4444444444444444,Turn down the lights in the large meeting room,down the line in the large you know,SwitchLightOff
1155.wav,0.375,Turn down the lights in the toilets room,turn down the line in the toilet right,DecreaseBrightness
1156.wav,0.375,Turn down the lights in the waiting room,lights in the waiting room,DecreaseBrightness
1157.wav,0.16666666666666666,Turn down the lights one notch,turn down the line one notch,DecreaseBrightness
1158.wav,1.0,Turn down the lights please,you know in the late eighties,SwitchLightOff
1159.wav,1.0,Turn down the lights.,really,DecreaseBrightness
116.wav,0.42857142857142855,Can you shut off the house lights.,you sit around the house lights,SwitchLightOff
1160.wav,0.16666666666666666,Turn light on in toilet room,turn it on in toilet room,SwitchLightOn
1161.wav,0.6666666666666666,Turn lighting red,dan lighting,SetLightColor
1162.wav,0.14285714285714285,Turn lights in the laundry room brighter,done lights in the laundry room brighter,IncreaseBrightness
1163.wav,1.0,Turn lights on everywhere please,[noise] on my lap everywhere pretty,SwitchLightOn
1164.wav,0.14285714285714285,Turn lights on in the waiting room,turn like on in the waiting room,SwitchLightOn
1165.wav,0.0,Turn lights on over the toilet,turn lights on over the toilet,SwitchLightOn
1166.wav,0.75,Turn lights to green,or like the green,SetLightColor
1167.wav,0.5,Turn living room lights to red,turn living on like to read,SetLightColor
1168.wav,1.0,Turn meeting room lights off.,don't meetings um myself,SwitchLightOff
1169.wav,0.7142857142857143,Turn my living room lights on please,turned on my living room right,SwitchLightOn
117.wav,0.4444444444444444,Can you shut the lights off at the entrance,set the off at the entrance,SwitchLightOff
1170.wav,0.2,Turn off all the lamps.,turn off all the land,SwitchLightOff
1171.wav,0.3333333333333333,Turn off lights,turned off lights,SwitchLightOff
1172.wav,0.16666666666666666,Turn off my bedroom lights please,turn off my bedroom lives please,SwitchLightOff
1173.wav,1.0,Turn off parking lights,dunno starting wage [noise],SwitchLightOff
1174.wav,0.8,Turn off the bathroom lights,[noise] down off the bottom line,SwitchLightOff
1175.wav,0.8,Turn off the cellar lights,and the <unk> like,SwitchLightOff
1176.wav,0.0,Turn off the light power,turn off the light power,SwitchLightOff
1177.wav,0.0,Turn off the lighting.,turn off the lighting,SwitchLightOff
1178.wav,0.75,Turn off the lights,turned on lights,SwitchLightOff
1179.wav,0.75,Turn off the lights,turned off right,SwitchLightOff
118.wav,0.2,Can you stop the lighting?,when you stop the lighting,SwitchLightOff
1180.wav,0.42857142857142855,Turn off the lights at 4:30 pm,turn off the up for thirty pm,SwitchLightOff
1181.wav,0.0,Turn off the lights for me,turn off the lights for me,SwitchLightOff
1182.wav,1.0,Turn off the lights for the living room,i don't know nice meeting you,SwitchLightOff
1183.wav,0.14285714285714285,Turn off the lights in five minutes,turn on the lights in five minutes,SwitchLightOff
1184.wav,0.0,Turn off the lights in the basement,turn off the lights in the basement,SwitchLightOff
1185.wav,0.7142857142857143,Turn off the lights in the bathroom,like in the back,SwitchLightOff
1186.wav,0.375,Turn off the lights in the bed room,turn on the lights in the bedroom,SwitchLightOff
1187.wav,0.0,Turn off the lights in the bedroom,turn off the lights in the bedroom,SwitchLightOff
1188.wav,1.0,Turn off the lights in the entire flat,<unk> like,SwitchLightOff
1189.wav,1.0,Turn off the lights in the entrance.,nineteen think think,SwitchLightOff
119.wav,0.5714285714285714,Can you switch on my appartment lights,switch on my apartment light,SwitchLightOn
1190.wav,0.14285714285714285,Turn off the lights in the kitchen,turn on the lights in the kitchen,SwitchLightOff
1191.wav,0.0,Turn off the lights in the living room,turn off the lights in the living room,SwitchLightOff
1192.wav,0.2857142857142857,Turn off the lights in the toilets,turn out the lights in the toilet,SwitchLightOff
1193.wav,1.0,Turn off the lights in this room.,i don't know life initial,SwitchLightOff
1194.wav,0.2,Turn off the lights now,turn off the lights smell,SwitchLightOff
1195.wav,0.5714285714285714,Turn off the lights to the basement,no lights in the basement,SwitchLightOff
1196.wav,0.5714285714285714,Turn off the lights to the toilets.,turn off the light rail it,SwitchLightOff
1197.wav,0.8,Turn off the lounge lights.,turtle language lights,SwitchLightOff
1198.wav,0.8,Turn off the patio lights.,i dunno i do lights,SwitchLightOff
1199.wav,0.2,Turn off the toilet lights,turn off the lights,SwitchLightOff
12.wav,0.625,Adjust the brightness in the loo to fifty.,just brightness in the loop [laughter],SetLightBrightness
120.wav,0.3,Can you switch the lights on for my entire house?,with the lights on for my entire house,SwitchLightOn
1200.wav,0.2222222222222222,Turn on all the lights in the entire house.,turned on all the lights the entire house,SwitchLightOn
1201.wav,0.8,Turn on bed room lights,turned on bedroom right,SwitchLightOn
1202.wav,0.5,Turn on garage lights,turned on garage graduate,SwitchLightOn
1203.wav,0.16666666666666666,Turn on lights above the toilet,turned on lights above the toilet,SwitchLightOn
1204.wav,0.5,Turn on lights in the backyard,and i live in the backyard,SwitchLightOn
1205.wav,0.16666666666666666,Turn on lights in the cellar,turned on lights in the cellar,SwitchLightOn
1206.wav,1.0,Turn on living room lights.,nice,SwitchLightOn
1207.wav,0.4,Turn on my lights now,my lights now,SwitchLightOn
1208.wav,0.3333333333333333,Turn on my patio lights please,no my patio lights please,SwitchLightOn
1209.wav,0.5,Turn on red lights.,turned on red light,SetLightColor
121.wav,0.9,Can you switch the lights to the color green please?,and usually the lives <unk>,SetLightColor
1210.wav,0.0,Turn on the bathroom lights,turn on the bathroom lights,SwitchLightOn
1211.wav,0.5,Turn on the bed room lights,turn on the bedroom light,SwitchLightOn
1212.wav,0.0,Turn on the changing room lights,turn on the changing room lights,SwitchLightOn
1213.wav,0.8,Turn on the entrance lights,the <unk> likes,SwitchLightOn
1214.wav,0.16666666666666666,Turn on the laundry room lighting,turn on the laundry room lady,SwitchLightOn
1215.wav,0.0,Turn on the lights,turn on the lights,SwitchLightOn
1216.wav,0.0,Turn on the lights above the toilet,turn on the lights above the toilet,SwitchLightOn
1217.wav,0.0,Turn on the lights in the bathroom,turn on the lights in the bathroom,SwitchLightOn
1218.wav,0.14285714285714285,Turn on the lights in the bedroom,on the lights in the bedroom,SwitchLightOn
1219.wav,0.25,Turn on the lights in the changing room,turn on the lights and the changing um,SwitchLightOn
122.wav,0.8333333333333334,Can you turn down the lights?,then you don't like,DecreaseBrightness
1220.wav,0.5714285714285714,Turn on the lights in the entrance,lights in the insurance,SwitchLightOn
1221.wav,0.25,Turn on the lights in the kids room,turn on the lights and the kids though,SwitchLightOn
1222.wav,0.0,Turn on the lights in the laundry room,turn on the lights in the laundry room,SwitchLightOn
1223.wav,0.0,Turn on the lights in the waiting room,turn on the lights in the waiting room,SwitchLightOn
1224.wav,0.8,Turn on the lights please,[laughter] please,SwitchLightOn
1225.wav,0.25,Turn on the lights.,turn on the like,SwitchLightOn
1226.wav,0.0,Turn on the office lighting,turn on the office lighting,SwitchLightOn
1227.wav,0.2,Turn on the office lights,turn on the lights,SwitchLightOn
1228.wav,0.4,Turn on the pantry lights,turned on the pantry like,SwitchLightOn
1229.wav,0.8571428571428571,Turn on the spotlight in the room,i didn't room,SwitchLightOn
123.wav,0.2857142857142857,Can you turn off the cella lights,can you turn off the cellar light,SwitchLightOff
1230.wav,1.0,Turn on the toilet lights,<unk>,SwitchLightOn
1231.wav,0.8,Turn out the cellar lights,turned out like,SwitchLightOff
1232.wav,0.6666666666666666,Turn parking light setting to off,term parking like setting too uh,SwitchLightOff
1233.wav,0.75,Turn studio lights on,turns duty l._a._x. on,SwitchLightOn
1234.wav,0.4,Turn the backyard lights pink,turn the back yard lights pink,SetLightColor
1235.wav,0.7142857142857143,Turn the basement light intensity to ten,nation alliances due to ten,SetLightBrightness
1236.wav,0.8,Turn the basement lights down,toby's been lots down,DecreaseBrightness
1237.wav,0.8333333333333334,Turn the bed room lights off,the bedroom like a,SwitchLightOff
1238.wav,0.6666666666666666,Turn the bedroom light to seventy-three,in the bedroom like seventy three,SetLightBrightness
1239.wav,0.0,Turn the bedroom lights on,turn the bedroom lights on,SwitchLightOn
124.wav,0.8888888888888888,Can you turn off the light in the toilet,yeah you like it,SwitchLightOff
1240.wav,0.6,Turn the bedroom to twenty,bedroom two twenty,SetLightBrightness
1241.wav,1.0,Turn the brightness down,and debate though,DecreaseBrightness
1242.wav,0.125,Turn the brightness down in the living room,turn them brightness down in the living room,DecreaseBrightness
1243.wav,0.5,Turn the brightness down in the toilet room,turn the grind years down the toilet round,DecreaseBrightness
1244.wav,0.125,Turn the brightness in the flat to two,turn the brightness in the flat to to,SetLightBrightness
